Hole No,Sheet No,Start Depth,End Depth,Soil/Rock Description,Soil/Rock Type,Confidence Level
DH11_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH11_v1,1,0.2,1,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH11_v1,1,1,17.8,Wash boring. (No recovery),No recovery,High
DH11_v1,2,17.8,19.7,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty sand. (ALLUVIUM)",Alluvium,High
DH11_v1,2,19.7,20.25,No recovery,No recovery,High
DH11_v1,3,20.25,25.84,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 65 degrees-80 degrees and occasionally vertical joints.",Granite,High
DH12_v1,1,0,0.2,Concrete Slab,Concrete,High
DH12_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH12_v1,1,2,6.5,Wash boring. (No recovery),No Recovery,High
DH12_v1,1,6.5,7,Angular GRAVEL and COBBLES of moderately decomposed granite with some brown silty SAND. (FILL),Fill,High
DH12_v1,1,7,18,Wash boring. (No recovery),No Recovery,High
DH12_v1,2,18,18.7,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM)",Alluvium,High
DH12_v1,2,18.7,19.94,"Moderately strong to strong, greyish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 60 degrees-70 degrees and occasionally vertical joints.",Granite,High
DH12_v1,3,19.94,20.5,No recovery,No Recovery,High
DH12_v1,3,20.5,25.96,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.",Granite,High
DH13_v1,1,0,2,Angular red bricks and concrete fragments with some grey silty SAND and some domestic rubbish and steel fragments. (FILL),Fill,High
DH13_v1,1,2,21,Wash boring. (No recovery),No recovery,High
DH13_v1,3,21,22,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM)",Alluvium,High
DH13_v1,3,22,27.35,"Strong to moderately strong, brownish grey spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, extremely narrow, rough planar, limonite, manganese stained joints, dipping 10 degrees-20 degrees & 65 degrees-75 degrees.",Granite,High
DH14_v1,1,0,2,"Angular red bricks and concrete fragments with some grey, silty sand and domestic rubbish.",Fill,High
DH14_v1,1,2,19,Wash boring.,No recovery,High
DH14_v1,2,19,20,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty sand.",Alluvium,High
DH14_v1,3,20,20.86,Wash boring.,No recovery,High
DH14_v1,3,20.86,26.16,"Strong, pinkish grey spotted black and white, slightly decomposed, medium to coarse grained GRANITE, with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite and manganese stained joints, dipping 10-20, 40-50 & 70-80.",Granite,High
DH15_v1,1,0,3,"Angular red bricks and concrete fragments with some grey, silty SAND. (FILL)",Fill,High
DH15_v1,1,3,18,Wash boring. (No recovery),No Recovery,High
DH15_v1,2,18,19,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty sand. (ALLUVIUM)",Alluvium,High
DH15_v1,2,19,19.35,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed, medium to coarse grained GRANITE",Granite,High
DH15_v1,3,19.35,19.5,No recovery,No Recovery,High
DH15_v1,3,19.5,20,Wash boring,No Recovery,High
DH15_v1,3,20,25.12,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE, with medium to closely spaced, very narrow to extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees & 70 degrees-80 degrees.",Granite,High
DH16_v1,2,11,18.5,Wash Boring,No Recovery,High
DH16_v1,2,18.5,19.5,"Sub-rounded to rounded BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND (ALLUVIUM)",Alluvium,High
DH16_v1,2,19.5,20,Boulder,Boulder,High
DH16_v1,3,20,21,"Sub-rounded to rounded BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND (ALLUVIUM)",Alluvium,High
DH16_v1,3,21,22.39,Boulder,Boulder,High
DH16_v1,3,22.39,27.45,"Moderately strong to strong, pinkish grey to grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, extremely narrow, rough planar, limonite and manganese stained joints, dipping 10-20, 70-80",Granite,High
DH17_v1,1,0,0.2,Concrete Slab,Concrete,High
DH17_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH17_v1,1,2,17.91,No recovery,No recovery,High
DH17_v1,2,17.91,19.5,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty sand. (ALLUVIUM)",Alluvium,High
DH17_v1,2,19.5,21.32,No recovery,No recovery,High
DH17_v1,3,21.32,26.77,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees, 60 degrees-70 degrees & 80 degrees-85 degrees.",Granite,High
DH18_v1,1,0,3.5,Concrete with red brick fragments. (FILL),Fill,High
DH18_v1,1,3.5,18.7,Wash Boring. (No Recovery),No Recovery,High
DH18_v1,2,18.7,21.2,Sub-rounded COBBLES and GRAVELS of moderately decomposed tuff and granite with some silty sand. (ALLUVIUM),Alluvium,High
DH18_v1,3,21.2,23.77,Wash boring. (No Recovery),No Recovery,High
DH18_v1,3,23.77,29.71,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained, kaolin and chlorite coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 65 degrees-80 degrees and vertical joints.",Granite,High
DH19_v1,1,0,2,"Angular red brick and concrete fragments with some grey, silty SAND.(FILL)",Fill,High
DH19_v1,1,2,18.5,Wash Boring.(No Recovery),No Recovery,High
DH19_v1,2,18.5,19.3,"Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND.(ALLUVIUM)",Alluvium,High
DH19_v1,2,19.3,24.3,Wash Boring.(No Recovery),No Recovery,High
DH19_v1,3,24.3,24.6,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH19_v1,3,24.6,24.64,No Recovery,No Recovery,High
DH19_v1,3,24.64,30.37,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH20_v1,1,0,2.5,"Angular red brick and concrete fragments with some grey, silty SAND.(FILL)",Fill,High
DH20_v1,1,2.5,20,Wash Boring.(No Recovery),No Recovery,High
DH20_v1,2,20,23.5,"Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND.(ALLUVIUM)",Alluvium,High
DH20_v1,3,23.5,23.58,No Recovery,No Recovery,High
DH20_v1,3,23.58,28.64,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 70 degrees-85 degrees and vertical joints.",Granite,High
DH21_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH21_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH21_v1,1,2,22,Wash boring. (No recovery),No recovery,High
DH21_v1,3,22,22.2,Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown silty SAND. (ALLUVIUM),Alluvium,High
DH21_v1,3,22.2,27.43,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with medium spaced, very narrow to extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees, 50 degrees-65 degrees & occasionally vertical joints.",Granite,High
DH22_v1,1,0,3,"Angular red bricks and concrete fragments with some grey, silty SAND. (FILL)",Fill,High
DH22_v1,1,3,19.8,Wash boring. (No recovery),No recovery,High
DH22_v1,2,19.8,20.5,Sub-rounded GRAVEL and COBBLES of moderately decomposed granite,Gravel,High
DH22_v1,3,20.5,24,Wash boring. (No recovery),No recovery,High
DH22_v1,3,24,29.52,"Moderately strong, brownish pink spotted black and white, moderately decomposed, medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained, chlorite and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees & 75 degrees-85 degrees.",Granite,High
DH23_v1,1,0,6.3,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some grey, silty sand with some red bricks and concrete fragments (FILL)",Fill,High
DH23_v1,1,6.3,23.3,Wash boring. (No recovery),No recovery,High
DH23_v1,3,23.3,28,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to closely spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 65 degrees-85 degrees",Granite,High
DH23_v1,3,28,28.7,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to closely spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 65 degrees-85 degrees (grade III bedrock)",Granite,High
DH24_v1,1,0,3,"Angular COBBLES and GRAVELS of moderately decomposed granite and tuff with some grey, silty SAND and red brick and concrete fragments",Fill,High
DH24_v1,1,3,24.2,Wash Boring,No Recovery,High
DH24_v1,3,24.2,30.64,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, extremely narrow, rough planar, limonite, manganese stained, kaolin and chlorite coated joints, dipping 10-20 and vertical joints",Granite,High
DH25_v1,1,0,1,Wash Boring,No Recovery,High
DH25_v1,1,1,6,"Angular COBBLES and GRAVELS of moderately decomposed granite with some brown, silty SAND and some red brick and concrete fragments. (FILL)",Fill,High
DH25_v1,1,6,10,Wash Boring,No Recovery,High
DH25_v1,2,10,10.5,"Medium dense, grey, silty fine to medium SAND with occasionally some shell fragments. (MARINE DEPOSIT)",Sand,High
DH25_v1,2,10.5,16.45,"Stiff, grey, sandy silty CLAY. (ALLUVIUM)",Clay,High
DH25_v1,2,16.45,20,"Medium dense, grey, clayey silty fine to medium SAND. (ALLUVIUM)",Sand,High
DH25_v1,3,20,24.04,"Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some grey, silty SAND. (ALLUVIUM) Extremely weak, brownish pink spotted black and white, completely decomposed, medium to coarse grained GRANITE. (Very dense, gravelly silty medium to coarse SAND.)",Granite,High
DH25_v1,3,24.04,29.8,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 and 40-60. Weak, highly decomposed zone at 24.23m-24.33m.",Granite,High
DH26_v1,1,0,0.2,Concrete Slab,Concrete,High
DH26_v1,1,0.2,0.9,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH26_v1,1,0.9,3,Wash boring. (No recovery),No Recovery,High
DH26_v1,1,3,18,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL)",Fill,High
DH26_v1,2,18,18.5,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM)",Alluvium,High
DH26_v1,2,18.5,22.72,Wash boring. (No recovery),No Recovery,High
DH26_v1,3,22.72,28.53,"Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees & 70 degrees-80 degrees.",Granite,High
DH27_v1,1,0,0.2,Concrete Slab,Concrete,High
DH27_v1,1,0.2,6.3,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH27_v1,1,6.3,23.6,Wash boring. (No recovery),No Recovery,High
DH27_v1,3,23.6,29.27,"Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium to closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20, 40-50, 65-75.",Granite,High
DH28_v1,1,0,0.2,Concrete Slab,Concrete,High
DH28_v1,1,0.2,1.8,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH28_v1,1,1.8,2.5,Wash boring. (No recovery),No recovery,High
DH28_v1,1,2.5,17.5,"Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND. (FILL)",Fill,High
DH28_v1,2,17.5,18.1,"Sub-rounded Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM)",Alluvium,High
DH28_v1,2,18.1,23.67,Wash boring. (No recovery),No recovery,High
DH28_v1,3,23.67,29.35,"Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10-20, 40-50, 60-70.",Granite,High
DH29_v1,1,0,0.2,Concrete Slab,Concrete,High
DH29_v1,1,0.2,0.6,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH29_v1,1,0.6,1.34,Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL),Fill,High
DH29_v1,1,1.34,4,"Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL) including boulder 3.75m-4.00m",Fill,High
DH29_v1,1,4,7.3,"Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL)",Fill,High
DH29_v1,1,7.3,7.55,"Boulder within Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL)",Boulder,High
DH29_v1,1,7.55,8.3,"Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL)",Fill,High
DH29_v1,1,8.3,18,Wash boring. (No recovery),No recovery,High
DH29_v1,2,18,18.47,"Sub-rounded Boulder, Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND",Fill,High
DH29_v1,2,18.47,18.9,Boulder,Boulder,High
DH29_v1,2,18.9,19,"Sub-rounded Boulder, Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND",Fill,High
DH29_v1,2,19,21,Wash boring. (No recovery),No recovery,High
DH29_v1,3,21,22,Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND,Fill,High
DH29_v1,3,22,24,Wash boring. (No recovery),No recovery,High
DH29_v1,3,24,29.39,"Moderately strong to strong, greyish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10-20, 40-50, 65-75 and occasionally vertical joints.",Granite,High
DH30_v1,1,0,0.2,Concrete Slab,Concrete,High
DH30_v1,1,0.2,1.5,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH30_v1,1,1.5,10.5,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some concrete fragment and red bricks. (FILL)",Fill,High
DH30_v1,2,10.5,23,Wash boring. (No recovery),No recovery,High
DH30_v1,3,23,24.5,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM)",Alluvium,High
DH30_v1,3,24.5,29.69,"Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees & 65 degrees-75 degrees.",Granite,High
DH31_v1,1,0,0.2,Concrete Slab,Concrete,High
DH31_v1,1,0.2,2.1,Wash boring,No recovery,High
DH31_v1,1,2.1,8.5,"Concrete with Boulder, Cobbles and Gravels of moderately decomposed granite with some red bricks (FILL)",Fill,High
DH31_v1,1,8.5,24.58,Wash boring,No recovery,High
DH31_v1,3,24.58,29,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, chlorite, kaolin and manganese stained joints, dipping 10-20, 40-50, 60-70",Granite,High
DH31_v1,3,29,30.12,"Moderately strong, moderately decomposed zone",Granite,High
DH32_v1,1,0,0.2,Concrete Slab,Concrete,High
DH32_v1,1,0.2,0.6,"Brown, gravelly silty medium to coarse SAND",Sand,High
DH32_v1,1,0.6,5.78,"Concrete with GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL)",Fill,High
DH32_v1,1,5.78,11.2,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND and some red bricks. (FILL)",Fill,High
DH32_v1,2,11.2,18.5,Wash boring. (No recovery),No Recovery,High
DH32_v1,2,18.5,24.66,"Sub-rounded GRAVEL and COBBLES of moderately decomposed granite with some brown, silty SAND. (ALLUVIUM)",Alluvium,High
DH32_v1,3,24.66,30.64,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin and chlorite coated joints, dipping 10 degrees-30 degrees.",Granite,High
DH33_v1,1,0,0.2,Concrete Slab,Concrete,High
DH33_v1,1,0.2,1,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH33_v1,1,1,6.7,Concrete with GRAVEL and COBBLES of moderately decomposed granite and red bricks. (FILL),Fill,High
DH33_v1,1,6.7,10,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some concrete fragments. (FILL)",Fill,High
DH33_v1,2,10,25.65,Wash boring. (No recovery),No recovery,High
DH33_v1,3,25.65,31.71,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 and 40-50.",Granite,High
DH34_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH34_v1,1,0.2,0.8,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH34_v1,1,0.8,6.3,Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL),Fill,High
DH34_v1,1,6.3,9,"Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some concrete fragments. (FILL)",Fill,High
DH34_v1,1,9,21,Wash boring. (No recovery),No recovery,High
DH34_v1,3,21,21.5,"Sub-rounded Cobbles and Gravels of moderately decomposed tuff and granite with some brown, silty SAND. (ALLUVIUM)",Alluvium,High
DH34_v1,3,21.5,26.66,Wash boring. (No recovery),No recovery,High
DH34_v1,3,26.66,32.53,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees.",Granite,High
DH35_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH35_v1,1,0.2,0.7,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH35_v1,1,0.7,6.5,Concrete with cobbles and gravels of moderately decomposed granite and tuff with some red bricks and rubbish. (FILL),Fill,High
DH35_v1,1,6.5,25.5,Wash boring. (No recovery),No Recovery,High
DH35_v1,3,25.5,31.38,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-30",Granite,High
DH36_v1,1,0,0.2,Concrete slab.,Concrete,High
DH36_v1,1,0.2,1,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH36_v1,1,1,7.4,"Concrete with GRAVELS and COBBLES of moderately decomposed granite with some brown, silty SAND and red bricks. (FILL)",Fill,High
DH36_v1,1,7.4,10.5,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown silty SAND and some red bricks. (FILL)",Fill,High
DH36_v1,2,10.5,25,Wash boring. (No recovery),No Recovery,High
DH36_v1,3,25,30.1,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite and manganese stained, kaolin and chlorite coated joints, dipping 10 degrees-20 degrees & 60 degrees-70 degrees.",Granite,High
DH37_v1,1,0,0.2,Concrete Slab,Concrete,High
DH37_v1,1,0.2,1.2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH37_v1,1,1.2,2.05,"Angular red bricks, cobbles and gravels of moderately decomposed granite with some brown, silty SAND. (FILL)",Fill,High
DH37_v1,1,2.05,5.1,Concrete with cobbles and gravels of moderately decomposed granite. (FILL),Fill,High
DH37_v1,1,5.1,9.1,"Angular BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND and occasionally some steel fragment and concrete fragment. (FILL)",Fill,High
DH37_v1,1,9.1,24.3,Wash boring. (No recovery),No Recovery,High
DH37_v1,3,24.3,26.15,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, moderately narrow to very narrow, rough planar, limonite, manganese, kaolin and chlorite stained joints, dipping 10 degrees-20 degrees.",Granite,High
DH37_v1,3,26.15,26.6,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.",Granite,High
DH37_v1,3,26.6,32.5,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees, 70 degrees-80 degrees.",Granite,High
DH39_v1,1,0,0.2,Concrete Slab,Concrete,High
DH39_v1,1,0.2,1.3,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH39_v1,1,1.3,1.75,"Angular Boulder, Cobbles and Gravels of moderately decomposed granite with some brown silty SAND. (FILL)",Granite,High
DH39_v1,1,1.75,3.21,1.37m-1.70m: boulder. Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL),Granite,High
DH39_v1,1,3.21,6.45,"Angular Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL)",Granite,High
DH39_v1,1,6.45,23.9,Wash boring. (No recovery),No Recovery,High
DH39_v1,3,23.9,24.43,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,24.43,24.63,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,24.63,24.93,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,24.93,25.65,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,25.65,27.44,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,27.44,27.61,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,27.61,27.77,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,27.77,28.14,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,28.14,33.61,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH40_v1,1,0,0.2,Concrete Slab,Concrete,High
DH40_v1,1,0.2,8.6,"Angular GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks and concrete fragments. (FILL)",Fill,High
DH40_v1,1,8.6,24.41,Wash boring,No recovery,High
DH40_v1,3,24.41,24.7,No recovery,No recovery,High
DH40_v1,3,24.7,25.25,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 70 degrees-80 degrees.",Granite,High
DH40_v1,3,25.25,25.58,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH40_v1,3,25.58,29.95,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 70 degrees-80 degrees.",Granite,High
DH41_v1,1,0,0.2,Concrete Slab,Concrete,High
DH41_v1,1,0.2,1,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH41_v1,1,1,9.5,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks, rubbish, concrete fragment and steel fragments.",Gravel,High
DH41_v1,1,9.5,10,Wash boring,No recovery,High
DH41_v1,2,10,25.19,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks, rubbish, concrete fragment and steel fragments.",Gravel,High
DH41_v1,3,25.19,27.89,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally to very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20, 40-50 & 60-70.",Granite,High
DH41_v1,3,27.89,30.34,"Moderately strong, moderately to slightly decomposed granite",Granite,High
DH42_v1,4,30,34.99,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH43_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH43_v1,1,0.2,1.1,Wash boring.,No recovery,High
DH43_v1,1,1.1,4.2,Concrete with red bricks and occasionally some cobbles and gravels of granite.,Fill,High
DH43_v1,1,4.2,10,"Angular Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND.",Fill,High
DH43_v1,2,10,28,Wash boring.,No recovery,High
DH43_v1,3,28,30,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, moderately narrow to very narrow, rough planar, limonite, manganese, kaolin and chlorite stained joints, dipping 10-20 degrees.",Granite,High
DH43_v1,4,30,33.6,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.",Granite,High
DH44_v1,1,0,0.2,Concrete Slab,Concrete,High
DH44_v1,1,0.2,1.2,Wash boring,No recovery,High
DH44_v1,1,1.2,4.9,"Concrete with red bricks, cobbles and gravels of moderately decomposed granite",Fill,High
DH44_v1,1,4.9,26,Wash boring,No recovery,High
