sep=;
Hole No;Sheet No;Start Depth;End Depth;Soil/Rock Description;Soil/Rock Type;Confidence Level
DH22;1;3.00;19.50;Wash boring. (No recovery);No recovery;High
DH22;2;19.50;19.80;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH22;3;19.80;24.00;Wash boring. (No recovery);No recovery;High
DH22;3;24.00;29.52;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH23;1;0.0;6.3;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some grey, silty sand with some red bricks and concrete fragments (FILL);Fill;High
DH23;1;6.3;23.3;Wash boring. (No recovery);No recovery;High
DH23;3;23.3;28.0;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to closely spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 65 degrees-85 degrees;Granite;High
DH23;3;28.0;28.7;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to closely spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 65 degrees-85 degrees (grade III bedrock);Granite;High
DH24;1;0.00;3.00;Angular COBBLES and GRAVELS of moderately decomposed granite and tuff with some grey, silty SAND and red brick and concrete fragments;Fill;High
DH24;1;3.00;24.20;Wash Boring;No Recovery;High
DH24;3;24.20;30.64;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, extremely narrow, rough planar, limonite, manganese stained, kaolin and chlorite coated joints, dipping 10-20 and vertical joints;Granite;High
DH25;1;0.00;1.00;Wash Boring.;No Recovery;High
DH25;1;1.00;6.00;Angular COBBLES and GRAVELS of moderately decomposed granite. (FILL);Fill;High
DH25;1;6.00;10.00;Wash Boring.;No Recovery;High
DH25;2;10.00;10.45;Medium dense, grey, silty fine to medium SAND with occasionally some shell fragments. (MARINE DEPOSIT);Marine Deposit;High
DH25;2;10.45;16.00;Stiff, grey, sandy silty CLAY. (ALLUVIUM);Alluvium;High
DH25;2;16.00;19.60;Medium dense, grey, clayey silty fine to medium SAND. (ALLUVIUM);Alluvium;High
DH25;2;19.60;20.00;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some grey, silty SAND. (ALLUVIUM);Alluvium;High
DH25;3;20.00;24.04;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff (completely decomposed, very dense gravelly silty SAND).;Granite;High
DH25;3;24.04;29.80;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH26;1;0.00;0.20;Concrete Slab.;Concrete;High
DH26;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH26;1;2.00;3.00;Wash boring. (No recovery);No Recovery;High
DH26;1;3.00;6.30;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH26;1;6.30;18.00;Wash boring. (No recovery);No Recovery;High
DH26;2;18.00;18.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff. (ALLUVIUM);Alluvium;High
DH26;2;18.50;19.63;Wash boring. (No recovery);No Recovery;High
DH26;2;19.63;20.13;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite. (ALLUVIUM);Alluvium;High
DH26;2;20.13;22.72;Wash boring. (No recovery);No Recovery;High
DH26;3;22.72;28.53;Moderately strong to strong, pinkish grey spotted black and white, moderately decomposed GRANITE.;Granite;High
DH27;1;0.00;0.20;Concrete Slab.;Concrete;High
DH27;1;0.20;6.30;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH27;1;6.30;8.20;Wash boring. (No recovery);No Recovery;High
DH27;1;8.20;8.90;Angular Boulder/Cobbles/Gravel. (FILL);Fill;High
DH27;1;8.90;23.60;Wash boring. (No recovery);No Recovery;High
DH27;3;23.60;29.27;Moderately strong to strong, pinkish grey spotted black and white, moderately decomposed GRANITE.;Granite;High
DH28;1;0.00;0.20;Concrete Slab.;Concrete;High
DH28;1;0.20;1.80;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH28;1;1.80;2.50;Wash boring. (No recovery);No recovery;High
DH28;1;2.50;7.80;Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH28;1;7.80;17.50;Wash boring. (No recovery);No Recovery;High
DH28;2;17.50;18.10;Sub-rounded Cobbles and Gravels of moderately decomposed granite and tuff. (ALLUVIUM);Alluvium;High
DH28;2;18.10;23.67;Wash boring. (No recovery);No recovery;High
DH28;3;23.67;29.35;Moderately strong to strong, pinkish grey spotted black and white, moderately decomposed GRANITE.;Granite;High
DH29;1;0.00;0.20;Concrete Slab.;Concrete;High
DH29;1;0.20;0.60;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH29;1;0.60;1.34;Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH29;1;1.34;4.00;Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH29;1;4.00;7.30;Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH29;1;7.30;7.55;Boulder within Sub-angular Boulders, Cobbles and Gravels. (FILL);Fill;High
DH29;1;7.55;8.30;Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH29;1;8.30;18.00;Wash boring. (No recovery);No recovery;High
DH29;2;18.00;18.47;Sub-rounded Boulder, Cobbles and Gravels of moderately decomposed granite. (ALLUVIUM);Alluvium;High
DH29;2;18.47;18.90;Sub-rounded Boulder, Cobbles and Gravels of moderately decomposed granite. Boulder 18.47-18.90m. (ALLUVIUM);Alluvium;High
DH29;2;18.90;19.00;Wash boring. (No recovery);No recovery;High
DH29;2;19.00;21.00;Wash boring. (No recovery);No recovery;High
DH29;3;21.00;22.00;Cobbles and Gravels of moderately decomposed granite and tuff. (ALLUVIUM);Alluvium;High
DH29;3;22.00;24.00;Wash boring. (No recovery);No recovery;High
DH29;3;24.00;29.39;Moderately strong to strong, greyish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH30;1;0.00;0.20;Concrete Slab;Concrete;High
DH30;1;0.20;1.50;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH30;1;1.50;10.50;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some concrete fragment and red bricks. (FILL);Fill;High
DH30;2;10.50;23.00;Wash boring. (No recovery);No recovery;High
DH30;3;23.00;24.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH30;3;24.50;29.69;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees & 65 degrees-75 degrees.;Granite;High
DH31;1;0.00;0.20;Concrete Slab;Concrete;High
DH31;1;0.20;2.10;Wash boring;No recovery;High
DH31;1;2.10;8.50;Concrete with Boulder, Cobbles and Gravels of moderately decomposed granite with some red bricks (FILL);Fill;High
DH31;1;8.50;24.58;Wash boring;No recovery;High
DH31;3;24.58;29.00;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, chlorite, kaolin and manganese stained joints, dipping 10-20, 40-50, 60-70;Granite;High
DH31;3;29.00;30.12;Moderately strong, moderately decomposed zone;Granite;High
DH32;1;0.00;0.20;Concrete Slab.;Concrete;High
DH32;1;0.20;0.60;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH32;1;0.60;5.78;Concrete with GRAVEL, COBBLES and BOULDERS of moderately decomposed granite. (FILL);Fill;High
DH32;1;5.78;11.20;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH32;2;11.20;18.25;Wash boring. (No recovery);No Recovery;High
DH32;2;18.25;18.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH32;2;18.50;24.66;Wash boring. (No recovery);No Recovery;High
DH32;3;24.66;30.64;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH33;1;0.00;0.20;Concrete Slab;Concrete;High
DH33;1;0.20;1.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH33;1;1.00;6.70;Concrete with GRAVEL and COBBLES of moderately decomposed granite and red bricks. (FILL);Fill;High
DH33;1;6.70;10.00;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some concrete fragments. (FILL);Fill;High
DH33;2;10.00;25.65;Wash boring. (No recovery);No recovery;High
DH33;3;25.65;31.71;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 and 40-50.;Granite;High
DH34;1;0.00;0.20;Concrete Slab;Concrete;High
DH34;1;0.20;0.80;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH34;1;0.80;6.30;Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH34;1;6.30;9.00;Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH34;1;9.00;21.00;Wash boring. (No recovery);No recovery;High
DH34;3;21.00;21.50;Sub-rounded Cobbles and Gravels of moderately decomposed tuff and granite with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH34;3;21.50;26.66;Wash boring. (No recovery);No recovery;High
DH34;3;26.66;32.53;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees.;Granite;High
DH35;1;0.00;0.20;Concrete Slab.;Concrete;High
DH35;1;0.20;0.70;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH35;1;0.70;6.50;Concrete with cobbles and gravels of moderately decomposed granite and tuff with some red bricks and rubbish. (FILL);Fill;High
DH35;1;6.50;25.50;Wash boring. (No recovery);No Recovery;High
DH35;3;25.50;31.38;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-30;Granite;High
DH36;1;0.00;0.20;Concrete slab.;Concrete;High
DH36;1;0.20;1.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH36;1;1.00;7.40;Concrete with GRAVELS and COBBLES of moderately decomposed granite with some brown, silty SAND and red bricks. (FILL);Fill;High
DH36;1;7.40;10.50;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown silty SAND and some red bricks. (FILL);Fill;High
DH36;2;10.50;25.00;Wash boring. (No recovery);No Recovery;High
DH36;3;25.00;30.10;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite and manganese stained, kaolin and chlorite coated joints, dipping 10 degrees-20 degrees & 60 degrees-70 degrees.;Granite;High
DH37;1;0.00;0.20;Concrete Slab;Concrete;High
DH37;1;0.20;1.20;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH37;1;1.20;2.05;Angular red bricks, cobbles and gravels of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH37;1;2.05;5.10;Concrete with cobbles and gravels of moderately decomposed granite. (FILL);Fill;High
DH37;1;5.10;9.10;Angular BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND and occasionally some steel fragment and concrete fragment. (FILL);Fill;High
DH37;1;9.10;24.30;Wash boring. (No recovery);No Recovery;High
DH37;3;24.30;26.15;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, moderately narrow to very narrow, rough planar, limonite, manganese, kaolin and chlorite stained joints, dipping 10 degrees-20 degrees.;Granite;High
DH37;3;26.15;26.60;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH37;3;26.60;32.50;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees, 70 degrees-80 degrees.;Granite;High
DH38;1;0.00;0.20;Concrete Slab.;Concrete;High
DH38;1;0.20;0.70;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH38;1;0.70;5.24;Concrete with GRAVEL and COBBLES of moderately decomposed granite with some red bricks. (FILL);Fill;High
DH38;1;5.24;8.00;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some concrete fragments. (FILL);Fill;High
DH38;1;8.00;18.00;Wash boring. (No recovery);No Recovery;High
DH38;2;18.00;18.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH38;2;18.50;24.65;Wash boring. (No recovery);No Recovery;High
DH38;3;24.65;30.05;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained, kaolin and chlorite coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees & 60 degrees-75 degrees.;Granite;High
DH39;1;0.00;0.20;Concrete Slab;Concrete;High
DH39;1;0.20;1.30;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH39;1;1.30;1.75;Angular Boulder, Cobbles and Gravels of moderately decomposed granite with some brown silty SAND. (FILL);Fill;High
DH39;1;1.75;3.21;1.37m-1.70m: boulder. Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH39;1;3.21;6.45;Angular Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL);Fill;High
DH39;1;6.45;23.90;Wash boring. (No recovery);No Recovery;High
DH39;3;23.90;24.43;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;24.43;24.63;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;24.63;24.93;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;24.93;25.65;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;25.65;27.44;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;27.44;27.61;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;27.61;27.77;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;27.77;28.14;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;28.14;33.61;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH40;1;0.00;0.20;Concrete Slab.;Concrete;High
DH40;1;0.20;1.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH40;1;1.00;8.60;Angular GRAVEL and COBBLES of moderately decomposed granite and fine to medium SAND. (FILL);Fill;High
DH40;1;8.60;24.41;Wash boring. (No recovery);No Recovery;High
DH40;3;24.41;24.70;Moderately strong, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 24.41-24.70m.;Granite;High
DH40;3;24.70;25.25;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees and 70 degrees-80 degrees.;Granite;High
DH40;3;25.25;25.58;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH40;3;25.58;29.95;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH41;1;0.00;0.20;Concrete Slab.;Concrete;High
DH41;1;0.20;1.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH41;1;1.00;9.50;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown silty SAND and some red bricks, rubbish, concrete fragment and steel fragments. (FILL);Fill;High
DH41;1;9.50;25.19;Wash boring. (No recovery);No Recovery;High
DH41;3;25.19;27.89;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH41;3;27.89;30.34;Moderately strong, moderately to slightly decomposed GRANITE.;Granite;High
DH42;1;0.00;0.20;Concrete Slab.;Concrete;High
DH42;1;0.20;0.80;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH42;1;0.80;1.40;Concrete with cobbles and gravels of moderately decomposed granite. (FILL);Fill;High
DH42;1;1.40;4.00;Wash boring. (No recovery);No Recovery;High
DH42;1;4.00;5.80;Angular Boulders, Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH42;1;5.80;6.10;Boulder.;Boulder;High
DH42;1;6.10;6.50;Angular Boulders, Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH42;1;6.50;29.00;Wash boring. (No recovery);No Recovery;High
DH42;3;29.00;29.10;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed GRANITE.;Granite;High
DH42;4;29.10;34.99;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH43;1;0.00;0.20;Concrete Slab.;Concrete;High
DH43;1;0.20;1.10;Wash boring.;No recovery;High
DH43;1;1.10;4.20;Concrete with red bricks and occasionally some cobbles and gravels of granite.;Fill;High
DH43;1;4.20;10.00;Angular Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND.;Fill;High
DH43;2;10.00;28.00;Wash boring.;No recovery;High
DH43;3;28.00;30.00;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, moderately narrow to very narrow, rough planar, limonite, manganese, kaolin and chlorite stained joints, dipping 10-20 degrees.;Granite;High
DH43;4;30.00;33.60;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH44;1;0.0;0.2;Concrete Slab;Concrete;High
DH44;1;0.2;1.2;Wash boring;No recovery;High
DH44;1;1.2;4.9;Concrete with red bricks, cobbles and gravels of moderately decomposed granite;Fill;High
DH44;1;4.9;26.0;Wash boring;No recovery;High
DH44;3;26.0;31.42;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 75 degrees-85 degrees;Granite;High
DH45;1;0.00;0.20;Concrete slab.;Concrete;High
DH45;1;0.20;1.20;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH45;1;1.20;2.30;Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH45;1;2.30;25.50;Wash boring. No recovery at 2.30m-25.50m.;No Recovery;High
DH45;3;25.50;26.03;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH45;3;26.03;26.24;Moderately strong, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 26.03-26.24m.;Granite;High
DH45;3;26.24;28.92;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH45;3;28.92;31.60;Moderately strong to strong, brownish pink, moderately to slightly decomposed GRANITE.;Granite;High
DH46;1;0.00;0.20;Concrete Slab;Concrete;High
DH46;1;0.20;4.00;Wash boring. (No recovery);No Recovery;High
DH46;1;4.00;4.50;Angular cobbles and gravels of moderately decomposed granite with some brown silty SAND. (FILL);Fill;High
DH46;1;4.50;25.20;Wash boring. (No recovery);No Recovery;High
DH46;3;25.20;31.74;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 65 degrees-85 degrees;Granite;High
DH47;1;0.00;0.20;Concrete Slab.;Concrete;High
DH47;1;0.20;2.50;Concrete with GRAVELS and COBBLES of moderately decomposed granite. (FILL);Fill;High
DH47;1;2.50;2.90;Wash boring.;No recovery;High
DH47;1;2.90;5.00;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite. (FILL);Fill;High
DH47;1;5.00;18.72;Wash boring.;No recovery;High
DH47;2;18.72;19.71;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH47;2;19.71;19.91;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed GRANITE.;Granite;High
DH47;2;19.91;20.55;Weak to moderately weak, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 19.91-20.55m.;Granite;High
DH47;3;20.55;21.45;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese stained joints, dipping 10 degrees-20 degrees & 40 degrees-50 degrees.;Granite;High
DH47;3;21.45;23.14;Weak to moderately weak, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 21.45-23.14m.;Granite;High
DH47;3;23.14;23.35;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed GRANITE.;Granite;High
DH47;3;23.35;25.88;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH47;3;25.88;28.85;Moderately strong to strong, brownish pink, moderately to slightly decomposed GRANITE.;Granite;High
DH48;1;0.0;0.2;Concrete Slab;Concrete;High
DH48;1;0.2;25.04;Wash boring;Wash boring;High
DH48;3;25.04;25.44;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE No recovery 25.39-25.44m.;Granite;High
DH48;3;25.44;30.54;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese kaolin and chlorite stained joints, dipping 10 degrees-20 degrees, 30 degrees-40 degrees, 65 degrees-80 degrees;Granite;High
DH49;1;0.00;0.20;Concrete Slab.;Concrete;High
DH49;1;0.20;18.60;Wash boring.;No recovery;High
DH49;2;18.60;18.70;Cobbles and GRAVELS of moderately decomposed GRANITE. (CORESTONE);Granite;High
DH49;2;18.70;20.78;Wash boring.;No recovery;High
DH49;3;20.78;22.58;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH49;3;22.58;23.21;Moderately weak to moderately strong, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 22.58-23.21m.;Granite;High
DH49;3;23.21;28.45;Strong, pinkish grey spotted black and white, slightly decomposed to moderately decomposed GRANITE.;Granite;High
DH5;1;0.00;0.20;Concrete Slab;Concrete;High
DH5;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND;Fill;High
DH5;1;2.00;4.10;Angular Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some red bricks and concrete fragments;Fill;High
DH5;1;4.10;19.00;Wash boring;No recovery;High
DH5;2;19.00;19.80;Sub-rounded Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND;Alluvium;High
DH5;3;19.80;20.10;Boulder;Boulder;High
DH5;3;20.10;23.78;Wash boring;No recovery;High
DH5;3;23.78;24.44;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH5;3;24.44;25.49;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse granite;Granite;High
DH5;3;25.49;32.21;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH50;1;0.00;0.20;Concrete Slab;Concrete;High
DH50;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH50;1;2.00;22.77;Wash boring. (No recovery);No Recovery;High
DH50;3;22.77;27.98;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 30 degrees-40 degrees, 60 degrees-70 degrees.;Granite;High
DH51;1;0.00;0.20;Concrete Slab.;Concrete;High
DH51;1;0.20;21.28;Wash boring.;No recovery;High
DH51;3;21.28;26.30;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20, 50-70 and occasionally vertical joints.;Granite;High
DH53;1;0.00;0.20;Concrete Slab;Concrete;High
DH53;1;0.20;19.60;Wash boring. (No recovery);No Recovery;High
DH53;2;19.60;24.81;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees.;Granite;High
DH54;1;0.00;0.20;Concrete Slab;Concrete;High
DH54;1;0.20;19.33;Wash boring;No recovery;High
DH54;3;19.33;24.41;Strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 65 degrees-80 degrees;Granite;High
DH55;1;0.00;0.20;Concrete Slab;Concrete;High
DH55;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH55;1;2.00;16.31;Wash boring. (No recovery);No recovery;High
DH55;2;16.31;16.91;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE. (CORESTONE);Granite;High
DH55;2;16.91;19.01;Wash boring. (No recovery);No recovery;High
DH55;2;19.01;20.31;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE;Granite;High
DH55;3;20.31;24.15;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 75 degrees-85 degrees;Granite;High
DH56;1;0.00;0.20;Concrete Slab.;Concrete;High
DH56;1;0.20;12.20;Wash boring. (No recovery);No recovery;High
DH56;2;12.20;13.21;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH56;2;13.21;13.27;Moderately weak to moderately strong, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 13.21-13.27m.;Granite;High
DH56;2;13.27;15.47;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH56;2;15.47;15.52;Moderately weak to moderately strong, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 15.47-15.52m.;Granite;High
DH56;2;15.52;16.29;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH56;2;16.29;18.14;Wash boring. (No recovery);No recovery;High
DH56;2;18.14;23.31;Strong, pinkish grey spotted black and white, slightly decomposed GRANITE.;Granite;High
