sep=;
Hole No;Sheet No;Start Depth;End Depth;Soil/Rock Description;Soil/Rock Type;Confidence Level
DH12;2;18.00;18.70;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH12;2;18.70;19.94;Moderately strong to strong, greyish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 60 degrees-70 degrees and occasionally vertical joints.;Granite;High
DH12;3;19.94;20.50;No recovery;No Recovery;High
DH12;3;20.50;25.96;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH13;1;0.0;2.0;Angular red bricks and concrete fragments with some grey silty SAND and some domestic rubbish and steel fragments. (FILL);Fill;High
DH13;1;2.0;21.0;Wash boring. (No recovery);No recovery;High
DH13;3;21.0;22.0;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH13;3;22.0;27.35;Strong to moderately strong, brownish grey spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, extremely narrow, rough planar, limonite, manganese stained joints, dipping 10 degrees-20 degrees & 65 degrees-75 degrees.;Granite;High
DH14;1;0.00;2.00;Angular red bricks and concrete fragments with some grey, silty sand and domestic rubbish.;Fill;High
DH14;1;2.00;19.00;Wash boring.;No recovery;High
DH14;2;19.00;20.00;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty sand.;Alluvium;High
DH14;3;20.00;20.86;Wash boring.;No recovery;High
DH14;3;20.86;26.16;Strong, pinkish grey spotted black and white, slightly decomposed, medium to coarse grained GRANITE, with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite and manganese stained joints, dipping 10-20, 40-50 & 70-80.;Granite;High
DH15;1;0.00;3.00;Angular red bricks and concrete fragments with some grey, silty SAND. (FILL);Fill;High
DH15;1;3.00;18.00;Wash boring. (No recovery);No Recovery;High
DH15;2;18.00;19.00;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty sand. (ALLUVIUM);Alluvium;High
DH15;2;19.00;19.35;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed, medium to coarse grained GRANITE;Granite;High
DH15;3;19.35;19.50;No recovery;No Recovery;High
DH15;3;19.50;20.00;Wash boring;No Recovery;High
DH15;3;20.00;25.12;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE, with medium to closely spaced, very narrow to extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees & 70 degrees-80 degrees.;Granite;High
DH16;2;11.00;18.50;Wash Boring;No Recovery;High
DH16;2;18.50;19.50;Sub-rounded to rounded BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND (ALLUVIUM);Alluvium;High
DH16;2;19.50;20.00;Boulder;Boulder;High
DH16;3;20.00;21.00;Sub-rounded to rounded BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND (ALLUVIUM);Alluvium;High
DH16;3;21.00;22.39;Boulder;Boulder;High
DH16;3;22.39;27.45;Moderately strong to strong, pinkish grey to grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, extremely narrow, rough planar, limonite and manganese stained joints, dipping 10-20, 70-80;Granite;High
DH17;1;0.00;0.20;Concrete Slab;Concrete;High
DH17;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH17;1;2.00;17.91;No recovery;No recovery;High
DH17;2;17.91;19.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty sand. (ALLUVIUM);Alluvium;High
DH17;2;19.50;21.32;No recovery;No recovery;High
DH17;3;21.32;26.77;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees, 60 degrees-70 degrees & 80 degrees-85 degrees.;Granite;High
DH18;1;0.00;3.50;Concrete with red brick fragments. (FILL);Fill;High
DH18;1;3.50;18.70;Wash Boring. (No Recovery);No Recovery;High
DH18;2;18.70;21.20;Sub-rounded COBBLES and GRAVELS of moderately decomposed tuff and granite with some silty sand. (ALLUVIUM);Alluvium;High
DH18;3;21.20;23.77;Wash boring. (No Recovery);No Recovery;High
DH18;3;23.77;29.71;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained, kaolin and chlorite coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 65 degrees-80 degrees and vertical joints.;Granite;High
DH19;1;0.00;2.00;Angular red brick and concrete fragments with some grey, silty SAND.(FILL);Fill;High
DH19;1;2.00;18.50;Wash Boring.(No Recovery);No Recovery;High
DH19;2;18.50;19.30;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND.(ALLUVIUM);Alluvium;High
DH19;2;19.30;24.30;Wash Boring.(No Recovery);No Recovery;High
DH19;3;24.30;24.60;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH19;3;24.60;24.64;No Recovery;No Recovery;High
DH19;3;24.64;30.37;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, manganese stained and kaolin coated joints, dipping 10-20, 30-40 and vertical joints;Granite;High
DH20;1;0.00;2.50;Angular red brick and concrete fragments with some grey, silty SAND.(FILL);Fill;High
DH20;1;2.50;20.00;Wash Boring.(No Recovery);No Recovery;High
DH20;2;20.00;23.50;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND.(ALLUVIUM);Alluvium;High
DH20;3;23.50;23.58;No Recovery;No Recovery;High
DH20;3;23.58;28.64;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 70 degrees-85 degrees and vertical joints.;Granite;High
DH21;1;0.00;0.20;Concrete Slab.;Concrete;High
DH21;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH21;1;2.00;22.00;Wash boring. (No recovery);No recovery;High
DH21;3;22.00;22.20;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown silty SAND. (ALLUVIUM);Alluvium;High
DH21;3;22.20;27.43;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with medium spaced, very narrow to extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees, 50 degrees-65 degrees & occasionally vertical joints.;Granite;High
DH22;1;0.00;3.00;Angular red bricks and concrete fragments with some grey, silty SAND. (FILL);Fill;High
DH22;1;3.00;19.80;Wash boring. (No recovery);No recovery;High
DH22;2;19.80;20.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite;Gravel;High
DH22;3;20.50;24.00;Wash boring. (No recovery);No recovery;High
DH22;3;24.00;29.52;Moderately strong, brownish pink spotted black and white, moderately decomposed, medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained, chlorite and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees & 75 degrees-85 degrees.;Granite;High
DH23;1;0.0;6.3;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some grey, silty sand with some red bricks and concrete fragments (FILL);Fill;High
DH23;1;6.3;23.3;Wash boring. (No recovery);No recovery;High
DH23;3;23.3;28.0;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to closely spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 65 degrees-85 degrees;Granite;High
DH23;3;28.0;28.7;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to closely spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 65 degrees-85 degrees (grade III bedrock);Granite;High
DH24;1;0.00;3.00;Angular COBBLES and GRAVELS of moderately decomposed granite and tuff with some grey, silty SAND and red brick and concrete fragments;Fill;High
DH24;1;3.00;24.20;Wash Boring;No Recovery;High
DH24;3;24.20;30.64;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, extremely narrow, rough planar, limonite, manganese stained, kaolin and chlorite coated joints, dipping 10-20 and vertical joints;Granite;High
DH25;1;0.00;1.00;Wash Boring;No Recovery;High
DH25;1;1.00;6.00;Angular COBBLES and GRAVELS of moderately decomposed granite with some brown, silty SAND and some red brick and concrete fragments. (FILL);Fill;High
DH25;1;6.00;10.00;Wash Boring;No Recovery;High
DH25;2;10.00;10.50;Medium dense, grey, silty fine to medium SAND with occasionally some shell fragments. (MARINE DEPOSIT);Sand;High
DH25;2;10.50;16.45;Stiff, grey, sandy silty CLAY. (ALLUVIUM);Clay;High
DH25;2;16.45;20.00;Medium dense, grey, clayey silty fine to medium SAND. (ALLUVIUM);Sand;High
DH25;3;20.00;24.04;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some grey, silty SAND. (ALLUVIUM) Extremely weak, brownish pink spotted black and white, completely decomposed, medium to coarse grained GRANITE. (Very dense, gravelly silty medium to coarse SAND.);Granite;High
DH25;3;24.04;29.80;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 and 40-60. Weak, highly decomposed zone at 24.23m-24.33m.;Granite;High
DH26;1;0.00;0.20;Concrete Slab;Concrete;High
DH26;1;0.20;0.90;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH26;1;0.90;3.00;Wash boring. (No recovery);No Recovery;High
DH26;1;3.00;18.00;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH26;2;18.00;18.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH26;2;18.50;22.72;Wash boring. (No recovery);No Recovery;High
DH26;3;22.72;28.53;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees & 70 degrees-80 degrees.;Granite;High
DH27;1;0.0;0.2;Concrete Slab;Concrete;High
DH27;1;0.2;6.3;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH27;1;6.3;23.6;Wash boring. (No recovery);No Recovery;High
DH27;3;23.6;29.27;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium to closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20, 40-50, 65-75.;Granite;High
DH28;1;0.00;0.20;Concrete Slab;Concrete;High
DH28;1;0.20;1.80;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH28;1;1.80;2.50;Wash boring. (No recovery);No recovery;High
DH28;1;2.50;17.50;Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH28;2;17.50;18.10;Sub-rounded Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH28;2;18.10;23.67;Wash boring. (No recovery);No recovery;High
DH28;3;23.67;29.35;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10-20, 40-50, 60-70.;Granite;High
DH29;1;0.00;0.20;Concrete Slab;Concrete;High
DH29;1;0.20;0.60;Brown, gravelly silty medium to coarse SAND. (FILL);Sand;High
DH29;1;0.60;1.34;Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH29;1;1.34;4.00;Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL) including boulder 3.75m-4.00m;Fill;High
DH29;1;4.00;7.30;Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL);Fill;High
DH29;1;7.30;7.55;Boulder within Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL);Boulder;High
DH29;1;7.55;8.30;Sub-angular Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL);Fill;High
DH29;1;8.30;18.00;Wash boring. (No recovery);No recovery;High
DH29;2;18.00;18.47;Sub-rounded Boulder, Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND;Fill;High
DH29;2;18.47;18.90;Boulder;Boulder;High
DH29;2;18.90;19.00;Sub-rounded Boulder, Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND;Fill;High
DH29;2;19.00;21.00;Wash boring. (No recovery);No recovery;High
DH29;3;21.00;22.00;Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND;Fill;High
DH29;3;22.00;24.00;Wash boring. (No recovery);No recovery;High
DH29;3;24.00;29.39;Moderately strong to strong, greyish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10-20, 40-50, 65-75 and occasionally vertical joints.;Granite;High
DH30;1;0.00;0.20;Concrete Slab;Concrete;High
DH30;1;0.20;1.50;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH30;1;1.50;10.50;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some concrete fragment and red bricks. (FILL);Fill;High
DH30;2;10.50;23.00;Wash boring. (No recovery);No recovery;High
DH30;3;23.00;24.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH30;3;24.50;29.69;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees & 65 degrees-75 degrees.;Granite;High
DH31;1;0.00;0.20;Concrete Slab;Concrete;High
DH31;1;0.20;2.10;Wash boring;No recovery;High
DH31;1;2.10;8.50;Concrete with Boulder, Cobbles and Gravels of moderately decomposed granite with some red bricks (FILL);Fill;High
DH31;1;8.50;24.58;Wash boring;No recovery;High
DH31;3;24.58;29.00;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, chlorite, kaolin and manganese stained joints, dipping 10-20, 40-50, 60-70;Granite;High
DH31;3;29.00;30.12;Moderately strong, moderately decomposed zone;Granite;High
DH32;1;0.00;0.20;Concrete Slab;Concrete;High
DH32;1;0.20;0.60;Brown, gravelly silty medium to coarse SAND;Sand;High
DH32;1;0.60;5.78;Concrete with GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH32;1;5.78;11.20;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND and some red bricks. (FILL);Fill;High
DH32;2;11.20;18.50;Wash boring. (No recovery);No Recovery;High
DH32;2;18.50;24.66;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH32;3;24.66;30.64;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin and chlorite coated joints, dipping 10 degrees-30 degrees.;Granite;High
DH33;1;0.00;0.20;Concrete Slab;Concrete;High
DH33;1;0.20;1.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH33;1;1.00;6.70;Concrete with GRAVEL and COBBLES of moderately decomposed granite and red bricks. (FILL);Fill;High
DH33;1;6.70;10.00;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some concrete fragments. (FILL);Fill;High
DH33;2;10.00;25.65;Wash boring. (No recovery);No recovery;High
DH33;3;25.65;31.71;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 and 40-50.;Granite;High
DH34;1;0.00;0.20;Concrete Slab;Concrete;High
DH34;1;0.20;0.80;Brown, gravelly silty medium to coarse SAND. (FILL);Sand;High
DH34;1;0.80;6.30;Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;High
DH34;1;6.30;9.00;Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH34;1;9.00;21.00;Wash boring. (No recovery);No recovery;High
DH34;3;21.00;21.50;Sub-rounded Cobbles and Gravels of moderately decomposed tuff and granite with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH34;3;21.50;26.66;Wash boring. (No recovery);No recovery;High
DH34;3;26.66;32.53;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees.;Granite;High
DH35;1;0.00;0.20;Concrete Slab.;Concrete;High
DH35;1;0.20;0.70;Brown, gravelly silty medium to coarse SAND. (FILL);Sand;High
DH35;1;0.70;6.50;Concrete with cobbles and gravels of moderately decomposed granite and tuff with some red bricks and rubbish. (FILL);Fill;High
DH35;1;6.50;25.50;Wash boring. (No recovery);No Recovery;High
DH35;3;25.50;31.38;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-30;Granite;High
DH36;1;0.00;0.20;Concrete slab.;Concrete;High
DH36;1;0.20;1.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH36;1;1.00;7.40;Concrete with GRAVELS and COBBLES of moderately decomposed granite with some brown, silty SAND and red bricks. (FILL);Fill;High
DH36;1;7.40;10.50;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown silty SAND and some red bricks. (FILL);Fill;High
DH36;2;10.50;25.00;Wash boring. (No recovery);No Recovery;High
DH36;3;25.00;30.10;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite and manganese stained, kaolin and chlorite coated joints, dipping 10 degrees-20 degrees & 60 degrees-70 degrees.;Granite;High
DH37;1;0.00;0.20;Concrete Slab;Concrete;High
DH37;1;0.20;1.20;Brown, gravelly silty medium to coarse SAND. (FILL);Sand;High
DH37;1;1.20;2.05;Angular red bricks, cobbles and gravels of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;High
DH37;1;2.05;5.10;Concrete with cobbles and gravels of moderately decomposed granite. (FILL);Fill;High
DH37;1;5.10;9.10;Angular BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND and occasionally some steel fragment and concrete fragment. (FILL);Fill;High
DH37;1;9.10;24.30;Wash boring. (No recovery);No Recovery;High
DH37;3;24.30;26.15;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, moderately narrow to very narrow, rough planar, limonite, manganese, kaolin and chlorite stained joints, dipping 10 degrees-20 degrees.;Granite;High
DH37;3;26.15;26.60;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH37;3;26.60;32.50;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees, 70 degrees-80 degrees.;Granite;High
DH39;1;0.00;0.20;Concrete Slab;Concrete;High
DH39;1;0.20;1.30;Brown, gravelly silty medium to coarse SAND. (FILL);Sand;High
DH39;1;1.30;1.75;Angular Boulder, Cobbles and Gravels of moderately decomposed granite with some brown silty SAND. (FILL);Granite;High
DH39;1;1.75;3.21;1.37m-1.70m: boulder. Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL);Granite;High
DH39;1;3.21;6.45;Angular Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL);Granite;High
DH39;1;6.45;23.90;Wash boring. (No recovery);No Recovery;High
DH39;3;23.90;24.43;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;24.43;24.63;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;24.63;24.93;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;24.93;25.65;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;25.65;27.44;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;27.44;27.61;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;27.61;27.77;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;27.77;28.14;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH39;3;28.14;33.61;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH40;1;0.00;0.20;Concrete Slab;Concrete;High
DH40;1;0.20;8.60;Angular GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks and concrete fragments. (FILL);Fill;High
DH40;1;8.60;24.41;Wash boring;No recovery;High
DH40;3;24.41;24.70;No recovery;No recovery;High
DH40;3;24.70;25.25;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 70 degrees-80 degrees.;Granite;High
DH40;3;25.25;25.58;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;High
DH40;3;25.58;29.95;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 70 degrees-80 degrees.;Granite;High
DH41;1;0.00;0.20;Concrete Slab;Concrete;High
DH41;1;0.20;1.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH41;1;1.00;9.50;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks, rubbish, concrete fragment and steel fragments.;Gravel;High
DH41;1;9.50;10.00;Wash boring;No recovery;High
DH41;2;10.00;25.19;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks, rubbish, concrete fragment and steel fragments.;Gravel;High
DH41;3;25.19;27.89;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally to very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20, 40-50 & 60-70.;Granite;High
DH41;3;27.89;30.34;Moderately strong, moderately to slightly decomposed granite;Granite;High
DH42;1;0.0;0.2;Concrete Slab;Concrete;High
DH42;1;0.2;0.8;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH42;1;0.8;1.4;Concrete with cobbles and gravels of moderately decomposed granite and some red bricks. (FILL);Fill;High
DH42;1;1.4;4.0;Wash boring. (No recovery);No recovery;High
DH42;1;4.0;5.8;Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some red bricks. (FILL);Fill;High
DH42;1;5.8;6.1;Boulder;Boulder;High
DH42;1;6.1;6.5;Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some red bricks. (FILL);Fill;High
DH42;1;6.5;29.0;Wash boring. (No recovery);No recovery;High
DH42;3;29.0;29.4;Moderately decomposed granite;Granite;High
DH42;4;29.4;34.99;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10 degrees-20 degrees, 50 degrees-65 degrees. (Including 29.00m-29.10m: weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE);Granite;High
DH43;1;0.00;0.20;Concrete Slab.;Concrete;High
DH43;1;0.20;1.10;Wash boring.;No recovery;High
DH43;1;1.10;4.20;Concrete with red bricks and occasionally some cobbles and gravels of granite.;Fill;High
DH43;1;4.20;10.00;Angular Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND.;Fill;High
DH43;2;10.00;28.00;Wash boring.;No recovery;High
DH43;3;28.00;30.00;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, moderately narrow to very narrow, rough planar, limonite, manganese, kaolin and chlorite stained joints, dipping 10-20 degrees.;Granite;High
DH43;4;30.00;33.60;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH44;1;0.0;0.2;Concrete Slab;Concrete;High
DH44;1;0.2;1.2;Wash boring;No recovery;High
DH44;1;1.2;4.9;Concrete with red bricks, cobbles and gravels of moderately decomposed granite;Fill;High
DH44;1;4.9;26.0;Wash boring;No recovery;High
DH44;3;26.0;31.42;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 75 degrees-85 degrees;Granite;High
DH45;1;0.0;0.2;Concrete slab;Concrete;High
DH45;1;0.2;1.2;Brown, gravelly silty medium to coarse SAND (FILL);Fill;High
DH45;1;1.2;2.3;Concrete with Cobbles and Gravels of moderately decomposed granite (FILL);Fill;High
DH45;1;2.3;25.5;No recovery;No recovery;High
DH45;3;25.5;26.03;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH45;3;26.03;26.24;No recovery;No recovery;High
DH45;3;26.24;26.52;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
DH45;3;26.52;31.6;Moderately strong to strong, brownish pink spotted black and white, moderately decomposed to slightly medium to coarse grained GRANITE;Granite;High
DH46;1;0.00;0.20;Concrete Slab;Concrete;High
